"","SAMPLE_NUMBER","ANALYSIS","REPORTED_NAME","UNITS","ENTRY","REPLICATE_COUNT"
"8956",10308249,"MOIS221099","Moisture","PCT_M-M",38.373117744,1
"8957",10308260,"MOIS221099","Moisture","PCT_M-M",37.297278364,1
"8958",10308266,"MOIS221099","Moisture","PCT_M-M",42.211055276,1
"8959",10308269,"MOIS221099","Moisture","PCT_M-M",45.121342567,1
"8960",10308271,"MOIS221099","Moisture","PCT_M-M",43.724614135,1
"8961",10308273,"MOIS221099","Moisture","PCT_M-M",40.030143663,1
"8962",10311142,"MOIS221099","Moisture","PCT_M-M",44.770619281,1
"8963",10311156,"MOIS221099","Moisture","PCT_M-M",36.329765401,1
"8964",10311159,"MOIS221099","Moisture","PCT_M-M",37.420958929,1
"8965",10311162,"MOIS221099","Moisture","PCT_M-M",38.032786885,1
"8966",10311167,"MOIS221099","Moisture","PCT_M-M",39.109283786,1
"8967",10311175,"MOIS221099","Moisture","PCT_M-M",37.270402915,1
"8968",10311179,"MOIS221099","Moisture","PCT_M-M",37.8068278,1
"8969",10315328,"MOIS221099","Moisture","PCT_M-M",43.393789986,1
"8970",10315335,"MOIS221099","Moisture","PCT_M-M",39.904590794,1
"8971",10315337,"MOIS221099","Moisture","PCT_M-M",38.049511899,1
"8972",10315339,"MOIS221099","Moisture","PCT_M-M",42.891339919,1
"8973",10315343,"MOIS221099","Moisture","PCT_M-M",39.10312284,1
"8974",10319619,"MOIS211099","Moisture","PCT_M-M",33.466679071,1
"8975",10320173,"MOIS221099","Moisture","PCT_M-M",33.840621589,1
"8976",10321985,"MOIS221099","Moisture","PCT_M-M",38.122220911,1
"8977",10322721,"MOIS221099","Moisture","PCT_M-M",46.21655394,1
"8978",10322722,"MOIS221099","Moisture","PCT_M-M",39.585339491,1
"8979",10322723,"MOIS221099","Moisture","PCT_M-M",38.50059961,1
"8980",10322760,"MOIS221099","Moisture","PCT_M-M",42.328387735,1
"8981",10322762,"MOIS221099","Moisture","PCT_M-M",40.050408911,1
"8982",10322763,"MOIS221099","Moisture","PCT_M-M",39.029300807,1
"8983",10322764,"MOIS221099","Moisture","PCT_M-M",59.794160642,1
"8984",10323912,"MOIS221099","Moisture","PCT_M-M",39.19359166,1
"8985",10324855,"MOIS221099","Moisture","PCT_M-M",39.968053953,1
"8986",10324855,"MOIS221099","Moisture","PCT_M-M",39.955482662,2
"8987",10328960,"MOIS221099","Moisture","PCT_M-M",33.681618031,1
"8988",10329173,"MOIS211099","Moisture","PCT_M-M",32.555624734,1
"8989",10335533,"MOIS221099","Moisture","PCT_M-M",37.381414911,1
"8990",10335684,"MOIS221099","Moisture","PCT_M-M",38.971061093,1
"8991",10335688,"MOIS221099","Moisture","PCT_M-M",40.358461332,1
"8992",10335692,"MOIS221099","Moisture","PCT_M-M",43.50347567,1
"8993",10335696,"MOIS221099","Moisture","PCT_M-M",43.831155859,1
"8994",10335698,"MOIS221099","Moisture","PCT_M-M",43.426255042,1
"8995",10335699,"MOIS221099","Moisture","PCT_M-M",43.117255822,1
"8996",10335700,"MOIS221099","Moisture","PCT_M-M",40.917269865,1
"8997",10339733,"MOIS211099","Moisture","PCT_M-M",47.226045844,1
"8998",10339736,"MOIS211099","Moisture","PCT_M-M",47.932588673,1
"8999",10339737,"MOIS211099","Moisture","PCT_M-M",47.521625704,1
"9000",10339738,"MOIS211099","Moisture","PCT_M-M",55.466795285,1
"9001",10347413,"MOIS221099","Moisture","PCT_M-M",38.246185277,1
"9002",10347483,"MOIS221099","Moisture","PCT_M-M",34.975713515,1
"9003",10347519,"MOIS221099","Moisture","PCT_M-M",37.536770648,1
"9004",10353400,"MOIS221099","Moisture","PCT_M-M",39.392266464,1
"9005",10353400,"MOIS221099","Moisture","PCT_M-M",39.408225149,2
"9006",10355882,"MOIS221099","Moisture","PCT_M-M",37.532446723,1
"9007",10357126,"MOIS221099","Moisture","PCT_M-M",39.161232819,1
"9008",10357126,"MOIS221099","Moisture","PCT_M-M",39.250450964,2
"9009",10360323,"MOIS221099","Moisture","PCT_M-M",41.407885555,1
"9010",10360323,"MOIS221099","Moisture","PCT_M-M",41.475854351,2
"9011",10371115,"MOIS211099","Moisture","PCT_M-M",32.020866085,1
"9012",10371248,"MOIS221099","Moisture","PCT_M-M",40.917007167,1
"9013",10371251,"MOIS221099","Moisture","PCT_M-M",40.057000128,1
"9014",10371252,"MOIS221099","Moisture","PCT_M-M",39.885540375,1
"9015",10371253,"MOIS221099","Moisture","PCT_M-M",40.315507717,1
"9016",10371255,"MOIS221099","Moisture","PCT_M-M",40.304333444,1
"9017",10371256,"MOIS221099","Moisture","PCT_M-M",37.596190236,1
"9018",10371400,"MOIS221099","Moisture","PCT_M-M",41.403235742,1
"9019",10371408,"MOIS221099","Moisture","PCT_M-M",36.853939803,1
"9020",10371409,"MOIS221099","Moisture","PCT_M-M",37.763443417,1
"9021",10371411,"MOIS221099","Moisture","PCT_M-M",36.373801376,1
"9022",10371412,"MOIS221099","Moisture","PCT_M-M",35.570837557,1
"9023",10371415,"MOIS221099","Moisture","PCT_M-M",34.95821727,1
"9024",10371450,"MOIS221099","Moisture","PCT_M-M",36.584895967,1
"9025",10371458,"MOIS221099","Moisture","PCT_M-M",34.326191904,1
"9026",10371461,"MOIS221099","Moisture","PCT_M-M",41.266968326,1
"9027",10371467,"MOIS221099","Moisture","PCT_M-M",43.020544492,1
"9028",10371470,"MOIS221099","Moisture","PCT_M-M",42.582640286,1
"9029",10371471,"MOIS221099","Moisture","PCT_M-M",39.191614847,1
"9030",10371477,"MOIS221099","Moisture","PCT_M-M",38.607227103,1
"9031",10371483,"MOIS221099","Moisture","PCT_M-M",44.490463943,1
"9032",10374848,"MOIS221099","Moisture","PCT_M-M",40.072353758,1
"9033",10375761,"MOIS211099","Moisture","PCT_M-M",31.941970791,1
"9034",10379847,"MOIS221099","Moisture","PCT_M-M",39.759701699,1
"9035",10379847,"MOIS221099","Moisture","PCT_M-M",39.641519275,2
"9036",10383153,"MOIS211099","Moisture","PCT_M-M",45.380667237,1
"9037",10383153,"MOIS211099","Moisture","PCT_M-M",53.727973568,2
"9038",10383153,"MOIS211099","Moisture","PCT_M-M",53.672195279,3
"9039",10383205,"MOIS211099","Moisture","PCT_M-M",53.498178552,1
"9040",10384402,"MOIS211099","Moisture","PCT_M-M",51.622592004,1
"9041",10384403,"MOIS211099","Moisture","PCT_M-M",52.141859382,1
"9042",10387960,"MOIS211099","Moisture","PCT_M-M",82.287349811,1
"9043",10387963,"MOIS221099","Moisture","PCT_M-M",90.8352278343,1
"9044",10388740,"MOIS221099","Moisture","PCT_M-M",89.744579802,1
"9045",10388744,"MOIS221099","Moisture","PCT_M-M",89.73340119,1
"9046",10388746,"MOIS221099","Moisture","PCT_M-M",53.668029276,1
"9047",10389076,"MOIS221099","Moisture","PCT_M-M",40.037906497,1
"9048",10389086,"MOIS221099","Moisture","PCT_M-M",39.057515867,1
"9049",10389094,"MOIS221099","Moisture","PCT_M-M",45.916749257,1
"9050",10398177,"MOIS211099","Moisture","PCT_M-M",56.255817046,1
"9051",10399193,"MOIS221099","Moisture","PCT_M-M",39.369745088,1
"9052",10399193,"MOIS221099","Moisture","PCT_M-M",39.30124083,2
"9053",10402242,"MOIS211099","Moisture","PCT_M-M",57.121825543,1
"9054",10402245,"MOIS211099","Moisture","PCT_M-M",56.607375823,1
"9055",10404187,"MOIS221099","Moisture","PCT_M-M",40.981607225,1
"9056",10407035,"MOIS221099","Moisture","PCT_M-M",43.132749941,1
"9057",10409158,"MOIS211099","Moisture","PCT_M-M",43.494154454,1
"9058",10413741,"MOIS221099","Moisture","PCT_M-M",39.819756554,1
"9059",10413741,"MOIS221099","Moisture","PCT_M-M",39.848931466,2
"9060",10415353,"MOIS221099","Moisture","PCT_M-M",41.519643944,1
"9061",10417130,"MOIS211099","Moisture","PCT_M-M",43.730386137,1
"9062",10419833,"MOIS221099","Moisture","PCT_M-M",40.996704595,1
"9063",10419837,"MOIS221099","Moisture","PCT_M-M",41.14327851,1
"9064",10419839,"MOIS221099","Moisture","PCT_M-M",37.245526547,1
"9065",10419842,"MOIS221099","Moisture","PCT_M-M",40.84694013,1
"9066",10419844,"MOIS221099","Moisture","PCT_M-M",39.451542537,1
"9067",10419845,"MOIS221099","Moisture","PCT_M-M",41.060928312,1
"9068",10419848,"MOIS221099","Moisture","PCT_M-M",38.2831245,1
"9069",10419850,"MOIS221099","Moisture","PCT_M-M",35.833333333,1
"9070",10421614,"MOIS221099","Moisture","PCT_M-M",39.328507998,1
"9071",10421617,"MOIS221099","Moisture","PCT_M-M",35.692375802,1
"9072",10421618,"MOIS221099","Moisture","PCT_M-M",36.379073104,1
"9073",10421619,"MOIS221099","Moisture","PCT_M-M",38.553455664,1
"9074",10421621,"MOIS221099","Moisture","PCT_M-M",39.166694466,1
"9075",10421625,"MOIS221099","Moisture","PCT_M-M",36.25391608,1
"9076",10421629,"MOIS221099","Moisture","PCT_M-M",36.568472238,1
"9077",10421634,"MOIS221099","Moisture","PCT_M-M",38.630691994,1
"9078",10421640,"MOIS221099","Moisture","PCT_M-M",42.639424997,1
"9079",10422667,"MOIS221099","Moisture","PCT_M-M",42.159255839,1
"9080",10422677,"MOIS221099","Moisture","PCT_M-M",40.147851704,1
"9081",10422680,"MOIS221099","Moisture","PCT_M-M",40.129995851,1
"9082",10422683,"MOIS221099","Moisture","PCT_M-M",39.654867926,1
"9083",10422687,"MOIS221099","Moisture","PCT_M-M",40.789434546,1
"9084",10422689,"MOIS221099","Moisture","PCT_M-M",43.641627035,1
"9085",10427229,"MOIS211099","Moisture","G_P_100G",43.598994529,1
"9086",10427533,"MOIS211099","Moisture","G_P_100G",43.626771179,1
"9087",10428115,"MOIS211099","Moisture","PCT_M-M",31.442421066,1
"9088",10428822,"MOIS221099","Moisture","PCT_M-M",40.77468271,1
"9089",10428835,"MOIS221099","Moisture","PCT_M-M",39.871630295,1
"9090",10428842,"MOIS221099","Moisture","PCT_M-M",41.576492537,1
"9091",10428848,"MOIS221099","Moisture","PCT_M-M",40.145835171,1
"9092",10428856,"MOIS221099","Moisture","PCT_M-M",42.770356136,1
"9093",10428860,"MOIS221099","Moisture","PCT_M-M",43.361091243,1
"9094",10428864,"MOIS221099","Moisture","PCT_M-M",45.898946962,1
"9095",10428883,"MOIS221099","Moisture","PCT_M-M",42.48407451,1
"9096",10428883,"MOIS221099","Moisture","PCT_M-M",42.59012016,2
"9097",10433799,"MOIS221099","Moisture","PCT_M-M",43.310214183,1
"9098",10437102,"MOIS211099","Moisture","PCT_M-M",54.677507472,1
"9099",10437494,"MOIS221099","Moisture","PCT_M-M",38.170969539,1
"9100",10437494,"MOIS221099","Moisture","PCT_M-M",38.234618389,2
"9101",10440121,"MOIS221099","Moisture","PCT_M-M",53.858502465,1
"9102",10440123,"MOIS221099","Moisture","PCT_M-M",49.991537854,1
"9103",10440124,"MOIS221099","Moisture","PCT_M-M",40.61619205,1
"9104",10440125,"MOIS221099","Moisture","PCT_M-M",60.526365616,1
"9105",10440126,"MOIS221099","Moisture","PCT_M-M",44.672269942,1
"9106",10440484,"MOIS211099","Moisture","PCT_M-M",48.419328419,1
"9107",10441578,"MOIS221099","Moisture","PCT_M-M",42.559783135,1
"9108",10441583,"MOIS221099","Moisture","PCT_M-M",43.356208663,1
"9109",10441586,"MOIS221099","Moisture","PCT_M-M",43.499019794,1
"9110",10441587,"MOIS221099","Moisture","PCT_M-M",41.065010404,1
"9111",10441591,"MOIS221099","Moisture","PCT_M-M",41.482532604,1
"9112",10441592,"MOIS221099","Moisture","PCT_M-M",40.138315372,1
"9113",10447373,"MOIS221099","Moisture","PCT_M-M",37.527653214,1
"9114",10447378,"MOIS221099","Moisture","PCT_M-M",34.321603096,1
"9115",10447379,"MOIS221099","Moisture","PCT_M-M",34.969619444,1
"9116",10447383,"MOIS221099","Moisture","PCT_M-M",37.95420537,1
"9117",10447386,"MOIS221099","Moisture","PCT_M-M",36.968330104,1
"9118",10447387,"MOIS221099","Moisture","PCT_M-M",35.291428571,1
"9119",10447388,"MOIS221099","Moisture","PCT_M-M",34.759222932,1
"9120",10447389,"MOIS221099","Moisture","PCT_M-M",36.601627611,1
"9121",10447390,"MOIS221099","Moisture","PCT_M-M",40.032526428,1
"9122",10447392,"MOIS221099","Moisture","PCT_M-M",38.367236561,1
"9123",10447395,"MOIS221099","Moisture","PCT_M-M",36.50973593,1
"9124",10448276,"MOIS221099","Moisture","PCT_M-M",44.191677818,1
"9125",10448281,"MOIS221099","Moisture","PCT_M-M",40.394247859,1
"9126",10448284,"MOIS221099","Moisture","PCT_M-M",41.274966711,1
"9127",10448286,"MOIS221099","Moisture","PCT_M-M",41.725704483,1
"9128",10448293,"MOIS221099","Moisture","PCT_M-M",42.073946893,1
"9129",10448297,"MOIS221099","Moisture","PCT_M-M",36.598004506,1
"9130",10448301,"MOIS221099","Moisture","PCT_M-M",43.678811906,1
"9131",10452174,"MOIS221099","Moisture","PCT_M-M",41.474501776,1
"9132",10452187,"MOIS221099","Moisture","PCT_M-M",39.606467358,1
"9133",10452188,"MOIS221099","Moisture","PCT_M-M",40.253561333,1
"9134",10452192,"MOIS221099","Moisture","PCT_M-M",40.350456792,1
"9135",10452197,"MOIS221099","Moisture","PCT_M-M",40.883607556,1
"9136",10452614,"MOIS211099","Moisture","PCT_M-M",54.020567464,1
"9137",10452877,"MOIS211099","Moisture","PCT_M-M",32.721405971,1
"9138",10455920,"MOIS211099","Moisture","PCT_M-M",33.349441062,1
"9139",10455928,"MOIS211099","Moisture","PCT_M-M",37.88876277,1
"9140",10456844,"MOIS221099","Moisture","PCT_M-M",43.782198054,1
"9141",10456858,"MOIS221099","Moisture","PCT_M-M",38.724434876,1
"9142",10456860,"MOIS221099","Moisture","PCT_M-M",38.821639949,1
"9143",10456862,"MOIS221099","Moisture","PCT_M-M",41.224259974,1
"9144",10456863,"MOIS221099","Moisture","PCT_M-M",46.244619043,1
"9145",10456865,"MOIS221099","Moisture","PCT_M-M",43.107757021,1
"9146",10456870,"MOIS221099","Moisture","PCT_M-M",42.305738954,1
"9147",10465294,"MOIS211099","Moisture","PCT_M-M",39.503570642,1
"9148",10466119,"MOIS221099","Moisture","PCT_M-M",37.930257591,1
"9149",10466119,"MOIS221099","Moisture","PCT_M-M",37.867407741,2
"9150",10469032,"MOIS211099","Moisture","PCT_M-M",47.606596943,1
"9151",10473736,"MOIS221099","Moisture","PCT_M-M",35.163124408,1
"9152",10473738,"MOIS221099","Moisture","PCT_M-M",34.560806017,1
"9153",10473739,"MOIS221099","Moisture","PCT_M-M",35.568974615,1
"9154",10473740,"MOIS221099","Moisture","PCT_M-M",38.047048143,1
"9155",10473741,"MOIS221099","Moisture","PCT_M-M",38.696781931,1
"9156",10473743,"MOIS221099","Moisture","PCT_M-M",39.705037349,1
"9157",10476845,"MOIS221099","Moisture","PCT_M-M",39.266270014,1
"9158",10476845,"MOIS221099","Moisture","PCT_M-M",39.259343665,2
"9159",10477344,"MOIS211099","Moisture","PCT_M-M",53.42686808,1
"9160",10481462,"MOIS211099","Moisture","PCT_M-M",33.154269102,1
"9161",10484768,"MOIS221099","Moisture","PCT_M-M",42.132627348,1
"9162",10484777,"MOIS221099","Moisture","PCT_M-M",43.747376578,1
"9163",10484783,"MOIS221099","Moisture","PCT_M-M",41.919873589,1
"9164",10484787,"MOIS221099","Moisture","PCT_M-M",43.090600078,1
"9165",10484789,"MOIS221099","Moisture","PCT_M-M",43.505719349,1
"9166",10484794,"MOIS221099","Moisture","PCT_M-M",43.999605885,1
"9167",10484891,"MOIS221099","Moisture","PCT_M-M",42.067537432,1
"9168",10484907,"MOIS221099","Moisture","PCT_M-M",43.417665892,1
"9169",10484909,"MOIS221099","Moisture","PCT_M-M",41.968687542,1
"9170",10484912,"MOIS221099","Moisture","PCT_M-M",41.181144068,1
"9171",10484917,"MOIS221099","Moisture","PCT_M-M",39.932818944,1
"9172",10484923,"MOIS221099","Moisture","PCT_M-M",42.185586122,1
"9173",10496268,"MOIS211099","Moisture","PCT_M-M",55.24849494,1
"9174",10496269,"MOIS211099","Moisture","PCT_M-M",55.031188961,1
"9175",10496407,"MOIS211099","Moisture","PCT_M-M",50.247763691,1
"9176",10501342,"MOIS221099","Moisture","PCT_M-M",39.089285714,1
"9177",10501342,"MOIS221099","Moisture","PCT_M-M",39.082949519,2
"9178",10501375,"MOIS221099","Moisture","PCT_M-M",43.473201009,1
"9179",10501378,"MOIS221099","Moisture","PCT_M-M",34.733204657,1
"9180",10501380,"MOIS221099","Moisture","PCT_M-M",40.923577236,1
"9181",10501381,"MOIS221099","Moisture","PCT_M-M",42.102328175,1
"9182",10501385,"MOIS221099","Moisture","PCT_M-M",37.798448937,1
"9183",10501388,"MOIS221099","Moisture","PCT_M-M",40.621192152,1
"9184",10501390,"MOIS221099","Moisture","PCT_M-M",31.042307498,1
"9185",10501390,"MOIS221099","Moisture","PCT_M-M",30.601925383,2
"9186",10501390,"MOIS221099","Moisture","PCT_M-M",30.773566763,3
"9187",10513694,"MOIS221099","Moisture","PCT_M-M",39.698885186,1
"9188",10513694,"MOIS221099","Moisture","PCT_M-M",39.702820575,2
"9189",10522753,"MOIS211099","Moisture","PCT_M-M",32.079770198,1
"9190",10524735,"MOIS221099","Moisture","PCT_M-M",30.66420774,1
"9191",10524741,"MOIS221099","Moisture","PCT_M-M",32.426431178,1
"9192",10524743,"MOIS221099","Moisture","PCT_M-M",35.653665316,1
"9193",10524744,"MOIS221099","Moisture","PCT_M-M",36.06256608,1
"9194",10524745,"MOIS221099","Moisture","PCT_M-M",34.608894609,1
"9195",10528308,"MOIS221099","Moisture","PCT_M-M",39.392773651,1
"9196",10528308,"MOIS221099","Moisture","PCT_M-M",39.351408168,2
"9197",10531189,"MOIS221099","Moisture","PCT_M-M",34.063444109,1
"9198",10531193,"MOIS221099","Moisture","PCT_M-M",34.17732871,1
"9199",10531195,"MOIS221099","Moisture","PCT_M-M",36.451480824,1
"9200",10531200,"MOIS221099","Moisture","PCT_M-M",37.713652182,1
"9201",10531204,"MOIS221099","Moisture","PCT_M-M",37.036925305,1
"9202",10531207,"MOIS221099","Moisture","PCT_M-M",37.950370609,1
"9203",10531209,"MOIS221099","Moisture","PCT_M-M",38.878209028,1
"9204",10531213,"MOIS221099","Moisture","PCT_M-M",39.26961722,1
"9205",10531216,"MOIS221099","Moisture","PCT_M-M",42.649210628,1
"9206",10531487,"MOIS211099","Moisture","PCT_M-M",38.237839709,1
"9207",10531509,"MOIS211099","Moisture","PCT_M-M",32.061564438,1
"9208",10533102,"MOIS211099","Moisture","PCT_M-M",78.176567657,1
"9209",10533104,"MOIS211099","Moisture","PCT_M-M",76.267992332,1
"9210",10543449,"MOIS221099","Moisture","PCT_M-M",41.036809816,1
"9211",10543449,"MOIS221099","Moisture","PCT_M-M",41.267967297,2
"9212",10543973,"MOIS211099","Moisture","PCT_M-M",42.422444985,1
"9213",10543976,"MOIS211099","Moisture","PCT_M-M",42.39204722,1
"9214",10543978,"MOIS211099","Moisture","PCT_M-M",41.989304128,1
"9215",10543979,"MOIS211099","Moisture","PCT_M-M",42.16768138,1
"9216",10543981,"MOIS211099","Moisture","PCT_M-M",41.497144621,1
"9217",10545817,"MOIS221099","Moisture","PCT_M-M",93.3603985975,1
"9218",10545819,"MOIS221099","Moisture","PCT_M-M",84.526106928,1
"9219",10545842,"MOIS221099","Moisture","PCT_M-M",93.3627206465,1
"9220",10545846,"MOIS221099","Moisture","PCT_M-M",93.6785210716,1
"9221",10545847,"MOIS221099","Moisture","PCT_M-M",93.7159448708,1
"9222",10548493,"MOIS221099","Moisture","PCT_M-M",41.809662304,1
"9223",10548495,"MOIS221099","Moisture","PCT_M-M",37.339285714,1
"9224",10548496,"MOIS221099","Moisture","PCT_M-M",37.844962792,1
"9225",10548497,"MOIS221099","Moisture","PCT_M-M",39.196587726,1
"9226",10548498,"MOIS221099","Moisture","PCT_M-M",43.331776247,1
"9227",10548535,"MOIS221099","Moisture","PCT_M-M",41.662270676,1
"9228",10548542,"MOIS221099","Moisture","PCT_M-M",37.039937353,1
"9229",10548543,"MOIS221099","Moisture","PCT_M-M",38.78646743,1
"9230",10548546,"MOIS221099","Moisture","PCT_M-M",37.951826653,1
"9231",10548547,"MOIS221099","Moisture","PCT_M-M",42.022387827,1
"9232",10548548,"MOIS221099","Moisture","PCT_M-M",38.291349022,1
"9233",10548549,"MOIS221099","Moisture","PCT_M-M",41.479958341,1
"9234",10548550,"MOIS221099","Moisture","PCT_M-M",37.756445171,1
"9235",10548551,"MOIS221099","Moisture","PCT_M-M",44.541827596,1
"9236",10555696,"MOIS221099","Moisture","PCT_M-M",39.674707602,1
"9237",10555696,"MOIS221099","Moisture","PCT_M-M",39.679104993,2
"9238",10573734,"MOIS221099","Moisture","PCT_M-M",45.690215977,1
"9239",10573832,"MOIS221099","Moisture","PCT_M-M",41.628244805,1
"9240",10573833,"MOIS221099","Moisture","PCT_M-M",40.302798593,1
"9241",10573834,"MOIS221099","Moisture","PCT_M-M",38.785398592,1
"9242",10573838,"MOIS221099","Moisture","PCT_M-M",41.016969995,1
"9243",10573860,"MOIS221099","Moisture","PCT_M-M",42.094509985,1
"9244",10573863,"MOIS221099","Moisture","PCT_M-M",42.746580274,1
"9245",10573864,"MOIS221099","Moisture","PCT_M-M",43.190672079,1
"9246",10575132,"MOIS221099","Moisture","PCT_M-M",39.31879393,1
"9247",10575139,"MOIS221099","Moisture","PCT_M-M",37.150244044,1
"9248",10575140,"MOIS221099","Moisture","PCT_M-M",36.502746885,1
"9249",10575141,"MOIS221099","Moisture","PCT_M-M",36.044973545,1
"9250",10575142,"MOIS221099","Moisture","PCT_M-M",40.054571011,1
"9251",10575143,"MOIS221099","Moisture","PCT_M-M",41.369987948,1
"9252",10575144,"MOIS221099","Moisture","PCT_M-M",39.809146561,1
"9253",10575145,"MOIS221099","Moisture","PCT_M-M",38.10589651,1
"9254",10575146,"MOIS221099","Moisture","PCT_M-M",41.272262943,1
"9255",10575147,"MOIS221099","Moisture","PCT_M-M",43.188739814,1
"9256",10579362,"MOIS221099","Moisture","PCT_M-M",33.92186102,1
"9257",10579455,"MOIS221099","Moisture","PCT_M-M",38.625118842,1
"9258",10579461,"MOIS221099","Moisture","PCT_M-M",41.264705295,1
"9259",10579470,"MOIS221099","Moisture","PCT_M-M",41.838258409,1
"9260",10579471,"MOIS221099","Moisture","PCT_M-M",43.732585025,1
"9261",10579472,"MOIS221099","Moisture","PCT_M-M",38.546996635,1
"9262",10579473,"MOIS221099","Moisture","PCT_M-M",36.075196474,1
"9263",10581984,"MOIS221099","Moisture","PCT_M-M",37.704562483,1
"9264",10581992,"MOIS221099","Moisture","PCT_M-M",37.0988298,1
"9265",10583249,"MOIS040493","Moisture","PCT_M-M",47.1,1
"9266",10601375,"MOIS221099","Moisture","PCT_M-M",41.1174841,1
"9267",10601379,"MOIS221099","Moisture","PCT_M-M",39.009750981,1
"9268",10601380,"MOIS221099","Moisture","PCT_M-M",39.841273006,1
"9269",10601383,"MOIS221099","Moisture","PCT_M-M",40.232765991,1
"9270",10601386,"MOIS221099","Moisture","PCT_M-M",40.57125248,1
"9271",10602769,"MOIS221099","Moisture","PCT_M-M",43.477564744,1
"9272",10602786,"MOIS221099","Moisture","PCT_M-M",42.917605565,1
"9273",10602793,"MOIS221099","Moisture","PCT_M-M",38.821681068,1
"9274",10602799,"MOIS221099","Moisture","PCT_M-M",41.240519196,1
"9275",10602803,"MOIS221099","Moisture","PCT_M-M",42.752830925,1
"9276",10602808,"MOIS221099","Moisture","PCT_M-M",41.051517705,1
"9277",10602811,"MOIS221099","Moisture","PCT_M-M",41.484107153,1
"9278",10608538,"MOIS211099","Moisture","PCT_M-M",32.642099095,1
"9279",10608544,"MOIS211099","Moisture","PCT_M-M",32.139587602,1
"9280",10609417,"MOIS221099","Moisture","PCT_M-M",40.639841033,1
"9281",10609430,"MOIS221099","Moisture","PCT_M-M",34.68299235,1
"9282",10609436,"MOIS221099","Moisture","PCT_M-M",41.625927585,1
"9283",10609444,"MOIS221099","Moisture","PCT_M-M",38.307876702,1
"9284",10609453,"MOIS221099","Moisture","PCT_M-M",39.159101768,1
"9285",10609456,"MOIS221099","Moisture","PCT_M-M",40.670588635,1
"9286",10609458,"MOIS221099","Moisture","PCT_M-M",50.011724704,1
"9287",10609462,"MOIS221099","Moisture","PCT_M-M",49.987252486,1
"9288",10611447,"MOIS211099","Moisture","PCT_M-M",53.254561251,1
"9289",10611497,"MOIS211099","Moisture","PCT_M-M",32.714747182,1
"9290",10618555,"MOIS211099","Moisture","PCT_M-M",31.801711122,1
"9291",10620019,"MOIS221099","Moisture","PCT_M-M",38.494774333,1
"9292",10620019,"MOIS221099","Moisture","PCT_M-M",38.341317365,2
"9293",10635717,"MOIS221099","Moisture","PCT_M-M",43.235969806,1
"9294",10635717,"MOIS221099","Moisture","PCT_M-M",43.060568279,2
"9295",10650977,"MOIS221099","Moisture","PCT_M-M",39.828504452,1
"9296",10650977,"MOIS221099","Moisture","PCT_M-M",39.844607719,2
"9297",10658792,"MOIS221099","Moisture","PCT_M-M",40.197897341,1
"9298",10658792,"MOIS221099","Moisture","PCT_M-M",40.144901038,2
"9299",10664705,"MOIS211099","Moisture","G_P_100G",42.294655287,1
"9300",10664938,"MOIS211099","Moisture","PCT_M-M",41.431924883,1
"9301",10666502,"MOIS211099","Moisture","PCT_M-M",76.730668757,1
"9302",10666505,"MOIS211099","Moisture","PCT_M-M",76.760149655,1
"9303",10670044,"MOIS211099","Moisture","PCT_M-M",42.971896017,1
"9304",10686211,"MOIS221099","Moisture","PCT_M-M",39.320666596,1
"9305",10686211,"MOIS221099","Moisture","PCT_M-M",39.36602429,2
"9306",10695023,"MOIS211099","Moisture","PCT_M-M",77.45608532,1
"9307",10695025,"MOIS211099","Moisture","PCT_M-M",76.137110556,1
"9308",10703967,"MOIS211099","Moisture","PCT_M-M",31.921231177,1
"9309",10703969,"MOIS211099","Moisture","PCT_M-M",31.499194688,1
"9310",10706889,"MOIS221099","Moisture","PCT_M-M",40.064946862,1
"9311",10706889,"MOIS221099","Moisture","PCT_M-M",40.080434978,2
"9312",10711527,"MOIS211099","Moisture","PCT_M-M",33.103725212,1
"9313",10711529,"MOIS211099","Moisture","PCT_M-M",32.708514066,1
"9314",10717521,"MOIS221099","Moisture","PCT_M-M",41.287253665,1
"9315",10717528,"MOIS221099","Moisture","PCT_M-M",40.258604297,1
"9316",10717537,"MOIS221099","Moisture","PCT_M-M",35.07669332,1
"9317",10720526,"MOIS221099","Moisture","PCT_M-M",39.532952432,1
"9318",10720526,"MOIS221099","Moisture","PCT_M-M",39.536665339,2
"9319",10725751,"MOIS221099","Moisture","PCT_M-M",40.696780611,1
"9320",10725751,"MOIS221099","Moisture","PCT_M-M",40.780251952,2
"9321",10731826,"MOIS221099","Moisture","PCT_M-M",43.428242017,1
"9322",10731843,"MOIS221099","Moisture","PCT_M-M",42.854299363,1
"9323",10731845,"MOIS221099","Moisture","PCT_M-M",45.914599888,1
"9324",10731847,"MOIS221099","Moisture","PCT_M-M",42.848905713,1
"9325",10731867,"MOIS221099","Moisture","PCT_M-M",46.148315325,1
"9326",10732504,"MOIS221099","Moisture","PCT_M-M",46.141647372,1
"9327",10732515,"MOIS221099","Moisture","PCT_M-M",46.627377757,1
"9328",10735214,"MOIS221099","Moisture","PCT_M-M",39.681365081,1
"9329",10735214,"MOIS221099","Moisture","PCT_M-M",39.73176302,2
"9330",10745672,"MOIS040493","Moisture","PCT_M-M",54.2,1
"9331",10745672,"MOIS211099","Moisture","PCT_M-M",54.525549796,1
