"SAMPLE_NUMBER","LOGIN_DATE","REPORTABLE","ANALYSIS","REPORTED_NAME","REPORTED_UNITS","ENTRY","PRODUCT","CUSTOMER","X_CLIENT_CODE","DESCRIPTION","NAME","LAB"
"8834090","09/07/2016 12:16:03 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG70","KMS07JUL16J2","MH SMP 25Kg                         4368","MG16061034","CHEMISTRY"
"8834176","09/07/2016 12:41:30 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","0.1","PDR_FCMP","MG40","RPF08JUL16J5","FCMP 26% 25Kg                       3037","MG16061048","CHEMISTRY"
"8834270","09/07/2016 01:14:47 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG60","MHS08JUL16J1","HH SMP 25Kg                         4601","MG16061052","CHEMISTRY"
"8834279","09/07/2016 01:18:05 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_BMP","MG60","MBM08JUL16J1","BMP 25Kg                            2036","MG16061053","CHEMISTRY"
"8834466","09/07/2016 02:36:36 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_WHEY","MG40","RWP08JUL16J1","NHWP 25Kg                           2267","MG16061094","CHEMISTRY"
"8834579","09/07/2016 04:33:32 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG70","KMS16JUN16J2","MH SMP 25Kg                         4368","MG16061098","CHEMISTRY"
"8834723","09/07/2016 06:00:18 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG60","MHS09JUL16J1","HH SMP 25Kg                         4601","MG16061108","CHEMISTRY"
"8834731","09/07/2016 06:03:46 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG70","KMS17JUN16J2","MH SMP 25Kg                         4368","MG16061109","CHEMISTRY"
"8835113","10/07/2016 09:41:41 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","0.1","PDR_FCMP","MG40","RPF08JUL16J4","FCMP 26% 25Kg                       3003","MG16061174","CHEMISTRY"
"8835126","10/07/2016 09:46:50 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF08JUL16J6","FCMP 26% 25Kg                       3003","MG16061175","CHEMISTRY"
"8835181","10/07/2016 10:19:14 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF08JUL16J7","FCMP 26% 25Kg                       3037","MG16061177","CHEMISTRY"
"8835231","10/07/2016 10:39:31 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG70","KMS08JUL16J2","MH SMP 25Kg                         4442","MG16061195","CHEMISTRY"
"8835609","10/07/2016 03:30:51 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_BMP","MG60","MBM09JUL16J1","BMP 25Kg                            2036","MG16061224","CHEMISTRY"
"8835636","10/07/2016 04:31:45 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF09JUL16J5","FCMP 26% 25Kg                       3037","MG16061233","CHEMISTRY"
"8835686","10/07/2016 06:30:16 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF09JUL16J7","FCMP 26% 25Kg                       3037","MG16061234","CHEMISTRY"
"8836712","11/07/2016 10:02:02 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","0.1","PDR_FCMP","MG40","RPF10JUL16J4","FCMP 26% 25Kg                       3244","MG16061280","CHEMISTRY"
"8836869","11/07/2016 10:26:21 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF10JUL16J6","FCMP 26% 25Kg                       3244","MG16061284","CHEMISTRY"
"8836996","11/07/2016 10:34:52 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","0.5","PDR_FCMP","MGTDP","1600247 - MG 26% SLSI FCMP 25kg","Sample # 200010780 /Sample Date 00.00.00/Sample Time","MG16061296","CHEMISTRY"
"8837089","11/07/2016 10:49:23 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_WHEY","MG40","RWP10JUL16J1","NHWP 25Kg                           2267","MG16061306","CHEMISTRY"
"8837109","11/07/2016 10:54:52 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG70","KMS09JUL16J2","MH SMP 25Kg                         4442","MG16061312","CHEMISTRY"
"8837684","11/07/2016 01:28:56 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG60","MHS10JUL16J1","HH SMP 25Kg                         4601","MG16061387","CHEMISTRY"
"8837751","11/07/2016 01:41:20 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF10JUL16J5","FCMP 26% 25Kg                       3037","MG16061413","CHEMISTRY"
"8838044","11/07/2016 02:42:15 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG80","JNW11JUL16W3","Follow On Gold 120  25Kg            3698","MG16061423","CHEMISTRY"
"8838060","11/07/2016 02:44:03 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG80","JNW11JUL16W3","Follow On Gold 120  25Kg            3698","MG16061424","CHEMISTRY"
"8838067","11/07/2016 02:45:45 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG80","JNW11JUL16W3","Follow On Gold 120  25Kg            3698","MG16061425","CHEMISTRY"
"8838522","11/07/2016 05:27:59 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_WHEY","A27","V16/017116 TO V16/017119 TAT: 22-JUL-2016 WHEY POWDER SAMPLES","V16/017116 TAT: 22-JUL-2016 WHEY POWDER","DTS16060881","CHEMISTRY"
"8838523","11/07/2016 05:27:59 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_WHEY","A27","V16/017116 TO V16/017119 TAT: 22-JUL-2016 WHEY POWDER SAMPLES","V16/017117 TAT: 22-JUL-2016 WHEY POWDER","DTS16060881","CHEMISTRY"
"8838524","11/07/2016 05:27:59 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_WHEY","A27","V16/017116 TO V16/017119 TAT: 22-JUL-2016 WHEY POWDER SAMPLES","V16/017118 TAT: 22-JUL-2016 WHEY POWDER","DTS16060881","CHEMISTRY"
"8838525","11/07/2016 05:28:00 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_WHEY","A27","V16/017116 TO V16/017119 TAT: 22-JUL-2016 WHEY POWDER SAMPLES","V16/017119 TAT: 22-JUL-2016 WHEY POWDER","DTS16060881","CHEMISTRY"
"8841075","12/07/2016 02:52:17 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","0.1","PDR_FCMP","MG40","RPF10JUL16J7","FCMP 26% 25Kg                       3037","MG16061501","CHEMISTRY"
"8841171","12/07/2016 03:09:57 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG60","MHS11JUL16J1","HH SMP 25Kg HS                      4645","MG16061533","CHEMISTRY"
"8841184","12/07/2016 03:13:36 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_BMP","MG60","MBM12JUL16J1","BMP 25Kg                            2000","MG16061534","CHEMISTRY"
"8841538","12/07/2016 04:13:40 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF11JUL16Q5","FCMP 28% Blk Bag 700Kg              3028","MG16061578","CHEMISTRY"
"8841581","12/07/2016 04:20:08 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_WHEY","A27","V16/017176 - V16/017178","V16/017176","DTS16061224","CHEMISTRY"
"8841582","12/07/2016 04:20:09 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_WHEY","A27","V16/017176 - V16/017178","V16/017177","DTS16061224","CHEMISTRY"
"8841583","12/07/2016 04:20:09 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_WHEY","A27","V16/017176 - V16/017178","V16/017178","DTS16061224","CHEMISTRY"
"8841776","12/07/2016 04:53:29 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG70","KMS10JUL16J2","MH SMP 25Kg                         4442","MG16061622","CHEMISTRY"
"8841830","12/07/2016 05:01:34 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG70","KMS11JUL16J2","MH SMP 25Kg                         4442","MG16061626","CHEMISTRY"
"8842533","12/07/2016 08:19:10 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF11JUL16J4","FCMP 26% 25Kg                       3003","MG16061791","CHEMISTRY"
"8842881","13/07/2016 06:50:01 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG80","JNW11JUL16W4","Follow On Gold 120  25Kg            3698","MG16061858","CHEMISTRY"
"8842883","13/07/2016 06:51:46 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG80","JNW11JUL16W4","Follow On Gold 120  25Kg            3698","MG16061859","CHEMISTRY"
"8842886","13/07/2016 06:53:20 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG80","JNW11JUL16W4","Follow On Gold 120  25Kg            3698","MG16061860","CHEMISTRY"
"8843685","13/07/2016 09:24:31 AM","T","SOLI030693","Insolubility Index @ 24°C","","","PDR_FCMP","MGTDP","1600256 - MG Instant VIT FCMP 2 - 25kg","Sample # 800000628 /Sample Date 00.00.00/Sample Time","MG16061957","CHEMISTRY"
"8843834","13/07/2016 09:35:07 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF11JUL16J6","FCMP 26% 25Kg                       3003","MG16061962","CHEMISTRY"
"8843876","13/07/2016 09:40:46 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG70","KMS11JUL16J6","MH SMP 25Kg                         4442","MG16061963","CHEMISTRY"
"8843953","13/07/2016 09:48:38 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG70","KMS12JUL16J2","MH SMP 25Kg                         4442","MG16061965","CHEMISTRY"
"8844261","13/07/2016 10:30:19 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF12JUL16J5","FCMP 26% 25Kg                       3037","MG16061967","CHEMISTRY"
"8844366","13/07/2016 10:43:16 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","0.2","PDR_FCMP","MG70","KNX11JUL16W3","Filled Milk Base 007 25Kg           3104","MG16061971","CHEMISTRY"
"8844543","13/07/2016 11:10:21 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG60","MHS12JUL16J1","HH SMP 25Kg HS                      4645","MG16061993","CHEMISTRY"
"8846192","13/07/2016 02:44:30 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_BLEND","MG10","LBM13JUL16J2","Buttermilk Powder Blend 25Kg        2010","MG16062051","CHEMISTRY"
"8846225","13/07/2016 02:48:31 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_WHEY","MG40","RWP12JUL16J1","NHWP 25Kg                           2267","MG16062053","CHEMISTRY"
"8846574","13/07/2016 03:49:29 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG80","JNW13JUL16W3","Follow On Gold 120  25Kg            3698","MG16062067","CHEMISTRY"
"8846578","13/07/2016 03:51:47 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG80","JNW13JUL16W3","Follow On Gold 120  25Kg            3698","MG16062068","CHEMISTRY"
"8846584","13/07/2016 03:53:54 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG80","JNW13JUL16W3","Follow On Gold 120  25Kg            3698","MG16062069","CHEMISTRY"
"8847082","13/07/2016 06:14:56 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF12JUL16J4","FCMP 26% 25Kg                       3003","MG16062080","CHEMISTRY"
"8848423","14/07/2016 09:53:55 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF12JUL16J6","FCMP 26% 25Kg                       3003","MG16062172","CHEMISTRY"
"8848474","14/07/2016 10:03:12 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG60","MHS13JUL16J1","HH SMP 25Kg HS                      4645","MG16062177","CHEMISTRY"
"8848789","14/07/2016 10:32:49 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF13JUL16J5","FCMP 26% 25Kg                       3037","MG16062183","CHEMISTRY"
"8848827","14/07/2016 10:39:56 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG70","KMS13JUL16J2","MH SMP 25Kg                         4442","MG16062184","CHEMISTRY"
"8848955","14/07/2016 10:57:36 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","0.4","PDR_FCMP","MG70","KNX12JUL16W3","Filled Milk Base 007 25Kg           3104","MG16062188","CHEMISTRY"
"8849190","14/07/2016 11:20:15 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","DSTO","150015 SPRAY DRIED SKIM MILK SAMPLES","150015 /9-9/1","DTS16061903","CHEMISTRY"
"8849191","14/07/2016 11:20:19 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","DSTO","150015 SPRAY DRIED SKIM MILK SAMPLES","150015 /9-9/2","DTS16061903","CHEMISTRY"
"8849192","14/07/2016 11:20:23 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","DSTO","150015 SPRAY DRIED SKIM MILK SAMPLES","150015 /9-9/3","DTS16061903","CHEMISTRY"
"8849194","14/07/2016 11:20:27 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","DSTO","150015 SPRAY DRIED SKIM MILK SAMPLES","150015 /9-9/4","DTS16061903","CHEMISTRY"
"8849195","14/07/2016 11:20:30 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","DSTO","150015 SPRAY DRIED SKIM MILK SAMPLES","150015 /9-9/5","DTS16061903","CHEMISTRY"
"8849196","14/07/2016 11:20:34 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","DSTO","150015 SPRAY DRIED SKIM MILK SAMPLES","150015 /10-10/1","DTS16061903","CHEMISTRY"
"8849198","14/07/2016 11:20:38 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","DSTO","150015 SPRAY DRIED SKIM MILK SAMPLES","150015 /10-10/2","DTS16061903","CHEMISTRY"
"8849199","14/07/2016 11:20:42 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","DSTO","150015 SPRAY DRIED SKIM MILK SAMPLES","150015 /10-10/3","DTS16061903","CHEMISTRY"
"8849200","14/07/2016 11:20:45 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","DSTO","150015 SPRAY DRIED SKIM MILK SAMPLES","150015 /10-10/4","DTS16061903","CHEMISTRY"
"8849201","14/07/2016 11:20:49 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","DSTO","150015 SPRAY DRIED SKIM MILK SAMPLES","150015 /10-10/5","DTS16061903","CHEMISTRY"
"8849202","14/07/2016 11:20:53 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","DSTO","150015 SPRAY DRIED SKIM MILK SAMPLES","150015 /11-11/1","DTS16061903","CHEMISTRY"
"8849203","14/07/2016 11:20:56 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","DSTO","150015 SPRAY DRIED SKIM MILK SAMPLES","150015 /11-11/2","DTS16061903","CHEMISTRY"
"8849205","14/07/2016 11:21:00 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","DSTO","150015 SPRAY DRIED SKIM MILK SAMPLES","150015 /11-11/3","DTS16061903","CHEMISTRY"
"8849206","14/07/2016 11:21:03 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","DSTO","150015 SPRAY DRIED SKIM MILK SAMPLES","150015 /11-11/4","DTS16061903","CHEMISTRY"
"8849208","14/07/2016 11:21:13 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","DSTO","150015 SPRAY DRIED SKIM MILK SAMPLES","150015 /11-11/5","DTS16061903","CHEMISTRY"
"8850194","14/07/2016 02:55:19 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG60","MMS13JUL16J3","MH SMP 25Kg                         4301","MG16062262","CHEMISTRY"
"8850283","14/07/2016 03:04:42 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG60","MMS14JUL16J3","MH SMP 25Kg                         4301","MG16062263","CHEMISTRY"
"8850922","14/07/2016 04:52:59 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF13JUL16J4","FCMP 26% 25Kg                       3003","MG16062280","CHEMISTRY"
"8850994","14/07/2016 05:04:08 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_WHEY","MG40","RWP13JUL16J1","NHWP 25Kg                           2267","MG16062284","CHEMISTRY"
"8851752","15/07/2016 07:51:56 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF13JUL16J7","FCMP 26% 25Kg                       3037","MG16062347","CHEMISTRY"
"8851854","15/07/2016 08:02:20 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF13JUL16J6","FCMP 26% 25Kg                       3003","MG16062350","CHEMISTRY"
"8852893","15/07/2016 10:17:36 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG70","KMS13JUL16J6","MH SMP 25Kg                         4358","MG16062419","CHEMISTRY"
"8852982","15/07/2016 10:32:12 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","0.1","PDR_INFANT","MG70","KNX14JUL16W4","GUM 015 Koroit 25Kg                 9999","MG16062430","CHEMISTRY"
"8852983","15/07/2016 10:32:20 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG70","KNX14JUL16W4","GUM 015 Koroit 25Kg                 9999","MG16062430","CHEMISTRY"
"8852984","15/07/2016 10:32:28 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG70","KNX14JUL16W4","GUM 015 Koroit 25Kg                 9999","MG16062430","CHEMISTRY"
"8852985","15/07/2016 10:32:34 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","0.1","PDR_INFANT","MG70","KNX14JUL16W4","GUM 015 Koroit 25Kg                 9999","MG16062430","CHEMISTRY"
"8852986","15/07/2016 10:32:42 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","0.1","PDR_INFANT","MG70","KNX14JUL16W4","GUM 015 Koroit 25Kg                 9999","MG16062430","CHEMISTRY"
"8853094","15/07/2016 10:55:27 AM","T","SOLI030693","Insolubility Index @ 24°C","","","PDR_FCMP","MGTDP","1600260 - MG Instant VIT FCMP 1 - 25kg","Sample # 800000777 /Sample Date 00.00.00/Sample Time","MG16062439","CHEMISTRY"
"8854036","15/07/2016 01:07:30 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","0.4","PDR_FCMP","MG70","KNX13JUL16W3","Filled Milk Base 007 25Kg           3104","MG16062487","CHEMISTRY"
"8855191","15/07/2016 06:02:26 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG60","MHS14JUL16J1","HH SMP 25Kg HS                      4645","MG16062530","CHEMISTRY"
"8855201","15/07/2016 06:07:23 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG60","MMS15JUL16J3","MH SMP 25Kg                         4301","MG16062531","CHEMISTRY"
"8855913","16/07/2016 10:00:52 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_WHEY","MG40","RWP14JUL16J1","NHWP 25Kg                           2267","MG16062601","CHEMISTRY"
"8855927","16/07/2016 10:07:51 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF14JUL16J4","FCMP 26% 25Kg                       3003","MG16062606","CHEMISTRY"
"8855941","16/07/2016 10:13:53 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG70","KMS14JUL16J2","MH SMP 25Kg                         4358","MG16062607","CHEMISTRY"
"8855968","16/07/2016 10:25:23 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG70","KMS15JUL16J2","MH SMP 25Kg                         4358","MG16062614","CHEMISTRY"
"8856039","16/07/2016 10:47:50 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","0.3","PDR_FCMP","MG70","KNX14JUL16W3","Filled Milk Base 007 25Kg           3104","MG16062623","CHEMISTRY"
"8856097","16/07/2016 11:37:51 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","0.3","PDR_FCMP","MG70","KNX15JUL16W3","Filled Milk Base 007 25Kg           3104","MG16062626","CHEMISTRY"
"8856108","16/07/2016 11:46:17 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_BMP","MG60","MBM13JUL16J1","BMP 25Kg                            2000","MG16062627","CHEMISTRY"
"8856274","16/07/2016 12:43:19 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","0.1","PDR_INFANT","MG70","KNX15JUL16W4","GUM 015 Koroit 25Kg                 9999","MG16062637","CHEMISTRY"
"8856275","16/07/2016 12:43:28 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG70","KNX15JUL16W4","GUM 015 Koroit 25Kg                 9999","MG16062637","CHEMISTRY"
"8856277","16/07/2016 12:43:35 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG70","KNX15JUL16W4","GUM 015 Koroit 25Kg                 9999","MG16062637","CHEMISTRY"
"8856278","16/07/2016 12:43:43 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG70","KNX15JUL16W4","GUM 015 Koroit 25Kg                 9999","MG16062637","CHEMISTRY"
"8856279","16/07/2016 12:43:51 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG70","KNX15JUL16W4","GUM 015 Koroit 25Kg                 9999","MG16062637","CHEMISTRY"
"8856436","16/07/2016 03:09:45 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF15JUL16J4","FCMP 26% 25Kg                       3003","MG16062685","CHEMISTRY"
"8856465","16/07/2016 04:33:37 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF15JUL16J6","FCMP 26% 25Kg                       3003","MG16062686","CHEMISTRY"
"8856474","16/07/2016 04:39:42 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_WHEY","MG40","RWP15JUL16J1","NHWP 25Kg                           2267","MG16062687","CHEMISTRY"
"8856482","16/07/2016 04:43:54 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_BMP","MG60","MBM15JUL16J1","BMP 25Kg                            2000","MG16062688","CHEMISTRY"
"8856491","16/07/2016 04:47:52 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG60","MMS15JUL16J1","MH SMP 25Kg                         4301","MG16062689","CHEMISTRY"
"8856500","16/07/2016 04:56:16 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG60","MMS16JUL16J1","MH SMP 25Kg                         4301","MG16062690","CHEMISTRY"
"8856509","16/07/2016 05:04:43 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG60","MMS16JUL16J3","MH SMP 25Kg                         4301","MG16062691","CHEMISTRY"
"8856997","17/07/2016 10:08:55 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG70","KMS16JUL16J2","MH SMP 25Kg                         4358","MG16062765","CHEMISTRY"
"8857046","17/07/2016 10:27:14 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","0.1","PDR_INFANT","MG70","KNX16JUL16W4","GUM 015 Koroit 25Kg                 9999","MG16062774","CHEMISTRY"
"8857048","17/07/2016 10:27:22 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","0.1","PDR_INFANT","MG70","KNX16JUL16W4","GUM 015 Koroit 25Kg                 9999","MG16062774","CHEMISTRY"
"8857049","17/07/2016 10:27:31 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG70","KNX16JUL16W4","GUM 015 Koroit 25Kg                 9999","MG16062774","CHEMISTRY"
"8857052","17/07/2016 10:27:38 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG70","KNX16JUL16W4","GUM 015 Koroit 25Kg                 9999","MG16062774","CHEMISTRY"
"8857055","17/07/2016 10:27:47 AM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG70","KNX16JUL16W4","GUM 015 Koroit 25Kg                 9999","MG16062774","CHEMISTRY"
"8857457","17/07/2016 07:01:50 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_BMP","MG60","MBM16JUL16J1","BMP 25Kg                            2000","MG16062833","CHEMISTRY"
"8857466","17/07/2016 07:05:49 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG60","MMS17JUL16J3","MH SMP 25Kg                         4301","MG16062834","CHEMISTRY"
"8857477","17/07/2016 07:14:36 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF16JUL16J4","FCMP 26% 25Kg                       3003","MG16062835","CHEMISTRY"
"8858199","18/07/2016 09:15:11 AM","T","SOLI030693","Insolubility Index @ 24°C","","","PDR_FCMP","MG40","","FCMP 26% 25Kg                       3037","MG16062883","CHEMISTRY"
"8859323","18/07/2016 01:11:29 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_FCMP","MG40","RPF16JUL16J6","FCMP 26% 25Kg                       3003","MG16062884","CHEMISTRY"
"8859388","18/07/2016 01:21:00 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_SMP","MG70","KMS16JUL16J6","MH SMP 25Kg                         4358","MG16062887","CHEMISTRY"
"8859452","18/07/2016 01:30:53 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","0.1","PDR_INFANT","MG70","KNX17JUL16W4","GUM 015 Koroit 25Kg                 9999","MG16062894","CHEMISTRY"
"8859453","18/07/2016 01:31:01 PM","T","SOLI030693","Insolubility Index @ 24°C","ML","<0.1","PDR_INFANT","MG70","KNX17JUL16W4","GUM 015 Koroit 25Kg                 9999","MG16062894","CHEMISTRY"
